0,1,2,3,4,5,6,7,8,9,10
0.199951171875,0.27880859375,0.27880859375,0.27880859375,0.27880859375,0.27880859375,0.27880859375,0.27880859375,0.27880859375,0.27880859375,0.27880859375
0.199951171875,0.26123046875,0.253173828125,0.251220703125,0.250244140625,0.2491455078125,0.253662109375,0.253173828125,0.253173828125,0.254638671875,0.25390625
0.199951171875,0.25732421875,0.2548828125,0.254150390625,0.25048828125,0.25341796875,0.25244140625,0.255615234375,0.251953125,0.25146484375,0.2509765625
0.199951171875,0.2398681640625,0.2313232421875,0.2362060546875,0.2369384765625,0.23828125,0.2386474609375,0.23828125,0.23876953125,0.2362060546875,0.2371826171875
0.199951171875,0.223876953125,0.2247314453125,0.2244873046875,0.2308349609375,0.2310791015625,0.235107421875,0.2340087890625,0.2330322265625,0.23486328125,0.2340087890625
0.199951171875,0.2327880859375,0.2298583984375,0.23583984375,0.2332763671875,0.2337646484375,0.2332763671875,0.235107421875,0.231689453125,0.2340087890625,0.232177734375
0.199951171875,0.2398681640625,0.2374267578125,0.23974609375,0.238037109375,0.23828125,0.2381591796875,0.2373046875,0.236083984375,0.23828125,0.2369384765625
0.199951171875,0.243408203125,0.2415771484375,0.2423095703125,0.240966796875,0.2410888671875,0.2412109375,0.2412109375,0.2412109375,0.241943359375,0.2410888671875
0.199951171875,0.242431640625,0.2445068359375,0.2451171875,0.24609375,0.2452392578125,0.246337890625,0.24609375,0.2476806640625,0.2454833984375,0.246337890625
0.199951171875,0.2445068359375,0.24169921875,0.2435302734375,0.24462890625,0.2467041015625,0.2454833984375,0.2464599609375,0.245361328125,0.2454833984375,0.244873046875
0.199951171875,0.243408203125,0.243896484375,0.243408203125,0.243408203125,0.2445068359375,0.24365234375,0.244140625,0.24267578125,0.2445068359375,0.2435302734375
0.199951171875,0.24169921875,0.2415771484375,0.2403564453125,0.24072265625,0.239990234375,0.237060546875,0.2418212890625,0.240478515625,0.2418212890625,0.240966796875
0.199951171875,0.242431640625,0.2412109375,0.239990234375,0.2421875,0.240966796875,0.239990234375,0.23876953125,0.2418212890625,0.2423095703125,0.2421875
0.199951171875,0.2471923828125,0.24853515625,0.250244140625,0.252685546875,0.252197265625,0.2529296875,0.25341796875,0.25390625,0.25146484375,0.2529296875
0.199951171875,0.251220703125,0.25244140625,0.253662109375,0.252685546875,0.254638671875,0.256103515625,0.255615234375,0.2568359375,0.253662109375,0.25390625
0.199951171875,0.250732421875,0.251708984375,0.251708984375,0.254638671875,0.2529296875,0.25341796875,0.251220703125,0.25048828125,0.252685546875,0.25048828125
0.199951171875,0.25244140625,0.251220703125,0.252685546875,0.253662109375,0.253173828125,0.25341796875,0.2529296875,0.251708984375,0.251220703125,0.254150390625
0.199951171875,0.25146484375,0.25146484375,0.251708984375,0.2509765625,0.25146484375,0.2509765625,0.2489013671875,0.249755859375,0.246826171875,0.252685546875
0.199951171875,0.25537109375,0.25634765625,0.258544921875,0.26025390625,0.2626953125,0.2607421875,0.260009765625,0.259765625,0.257568359375,0.2587890625
0.199951171875,0.252197265625,0.2529296875,0.25244140625,0.253173828125,0.254150390625,0.2509765625,0.251953125,0.25146484375,0.2491455078125,0.251708984375
0.199951171875,0.254150390625,0.25146484375,0.2529296875,0.254150390625,0.251708984375,0.2529296875,0.252685546875,0.250244140625,0.2509765625,0.250244140625
